
___________________________________________________________________

GenoDive 3.01, 2021-11-24 11:02:23 +0000
Amova: Analysis of Molecular Variance (Excoffier et al., 1995)
File: TrkNbr-1524n1282n1083_AllPops_PGDSpider_p14_r080_LDnHWEx__genepopRF.txt
178 of 178 individuals included, 8480 of 8480 loci included
Used an Infinite Allele Model, so the reported statistics are equivalent to Fst
Significance was tested using 999 permutations


– AMOVA summary:

Source of Variation	Nested in	%var	F-stat	F-value	Std.Dev.	c.i.2.5%	c.i.97.5%	P-value	F'-value
Within Individual 	--	0.782	F_it	0.218	0.003	0.211	0.225	--	--
Among Individual 	Population 	0.063	F_is	0.074	0.004	0.065	0.083	0.001	--
Among Population 	--	0.155	F_st	0.155	0.002	0.151	0.159	0.001	0.159

Standard deviations of F-statistics were obtained through jackknifing over loci.
95% confidence intervals of F-statistics were obtained through bootstrapping over loci.


– AMOVA table per locus:

Locus	Source of Variation	Nested in	SSD	d.f.	MS	Var-comp	%Var	F-stat	F-value	P-value	F(max)	F'-value
	Among Population   	--	2.120	14	0.151	0.005	0.115	F_st	0.115	0.002	0.917	0.125

510010_34	Within Individual   	--	2.000	131	0.015	0.015	0.673	F_it	0.327	--	--	--
	Among Individual   	Population 	2.778	117	0.024	0.004	0.187	F_is	0.217	0.386	--	--
	Among Population   	--	1.085	13	0.083	0.003	0.141	F_st	0.141	0.001	0.961	0.146

510055_11	Within Individual   	--	1.000	155	0.006	0.006	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.778	139	0.006	-0.000	-0.066	F_is	-0.071	1.000	--	--
	Among Population   	--	0.209	15	0.014	0.000	0.067	F_st	0.067	0.004	0.988	0.068

510076_14	Within Individual   	--	1.500	133	0.011	0.011	0.608	F_it	0.392	--	--	--
	Among Individual   	Population 	3.000	118	0.025	0.007	0.381	F_is	0.385	0.113	--	--
	Among Population   	--	0.406	14	0.029	0.000	0.011	F_st	0.011	0.291	0.963	0.011

510101_8	Within Individual   	--	2.500	143	0.017	0.017	0.558	F_it	0.442	--	--	--
	Among Individual   	Population 	2.889	128	0.023	0.003	0.081	F_is	0.127	0.575	--	--
	Among Population   	--	3.328	14	0.238	0.011	0.360	F_st	0.360	0.001	0.960	0.376

510108_77	Within Individual   	--	2.500	139	0.018	0.018	1.006	F_it	-0.006	--	--	--
	Among Individual   	Population 	1.561	124	0.013	-0.003	-0.151	F_is	-0.176	1.000	--	--
	Among Population   	--	0.849	14	0.061	0.003	0.145	F_st	0.145	0.001	0.969	0.150

510122_9	Within Individual   	--	0.500	155	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	139	0.003	0.000	0.002	F_is	0.002	1.000	--	--
	Among Population   	--	0.047	15	0.003	-0.000	-0.002	F_st	-0.002	1.000	0.994	-0.002

510140_29	Within Individual   	--	0.500	149	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	133	0.003	0.000	0.004	F_is	0.004	1.000	--	--
	Among Population   	--	0.047	15	0.003	-0.000	-0.004	F_st	-0.004	1.000	0.993	-0.004

510170_14	Within Individual   	--	3.500	130	0.027	0.027	0.645	F_it	0.355	--	--	--
	Among Individual   	Population 	2.887	116	0.025	-0.001	-0.024	F_is	-0.039	0.802	--	--
	Among Population   	--	4.147	13	0.319	0.016	0.380	F_st	0.380	0.001	0.948	0.400

510181_52	Within Individual   	--	0.500	126	0.004	0.004	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	112	0.004	-0.000	-0.008	F_is	-0.008	1.000	--	--
	Among Population   	--	0.059	13	0.005	0.000	0.008	F_st	0.008	0.320	0.992	0.008

510197_31	Within Individual   	--	2.000	144	0.014	0.014	0.997	F_it	0.003	--	--	--
	Among Individual   	Population 	1.000	129	0.008	-0.003	-0.220	F_is	-0.284	1.000	--	--
	Among Population   	--	0.944	14	0.067	0.003	0.223	F_st	0.223	0.001	0.978	0.228

510260_33	Within Individual   	--	0.500	147	0.003	0.003	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	131	0.003	-0.000	-0.001	F_is	-0.001	1.000	--	--
	Among Population   	--	0.052	15	0.003	0.000	0.001	F_st	0.001	0.588	0.993	0.001

510261_55	Within Individual   	--	1.000	162	0.006	0.006	0.500	F_it	0.500	--	--	--
	Among Individual   	Population 	2.200	145	0.015	0.004	0.365	F_is	0.422	0.297	--	--
	Among Population   	--	0.751	16	0.047	0.002	0.135	F_st	0.135	0.005	0.979	0.138

510309_22	Within Individual   	--	0.500	154	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	138	0.003	0.000	0.002	F_is	0.002	1.000	--	--
	Among Population   	--	0.047	15	0.003	-0.000	-0.002	F_st	-0.002	1.000	0.993	-0.002

510334_5	Within Individual   	--	0.500	143	0.003	0.003	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	128	0.003	-0.000	-0.003	F_is	-0.003	1.000	--	--
	Among Population   	--	0.052	14	0.004	0.000	0.004	F_st	0.004	0.295	0.993	0.004

510345_27	Within Individual   	--	2.000	161	0.012	0.012	0.997	F_it	0.003	--	--	--
	Among Individual   	Population 	1.000	144	0.007	-0.003	-0.220	F_is	-0.283	1.000	--	--
	Among Population   	--	0.950	16	0.059	0.003	0.222	F_st	0.222	0.001	0.981	0.227

510477_9	Within Individual   	--	2.500	161	0.016	0.016	1.007	F_it	-0.007	--	--	--
	Among Individual   	Population 	1.764	144	0.012	-0.002	-0.106	F_is	-0.118	1.000	--	--
	Among Population   	--	0.658	16	0.041	0.002	0.099	F_st	0.099	0.002	0.972	0.102

510488_17	Within Individual   	--	3.500	147	0.024	0.024	0.652	F_it	0.348	--	--	--
	Among Individual   	Population 	4.887	131	0.037	0.007	0.185	F_is	0.221	0.273	--	--
	Among Population   	--	2.201	15	0.147	0.006	0.163	F_st	0.163	0.001	0.939	0.174

510577_12	Within Individual   	--	0.000	132	0.000	0.000	0.000	F_it	1.000	--	--	--
	Among Individual   	Population 	1.800	118	0.015	0.008	1.007	F_is	1.000	0.052	--	--
	Among Population   	--	0.185	13	0.014	-0.000	-0.007	F_st	-0.007	1.000	0.985	-0.007

510578_26	Within Individual   	--	1.500	124	0.012	0.012	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.938	110	0.009	-0.002	-0.148	F_is	-0.173	1.000	--	--
	Among Population   	--	0.526	13	0.040	0.002	0.149	F_st	0.149	0.002	0.979	0.152

510607_5	Within Individual   	--	5.000	154	0.032	0.032	0.741	F_it	0.259	--	--	--
	Among Individual   	Population 	6.344	138	0.046	0.007	0.154	F_is	0.172	0.241	--	--
	Among Population   	--	2.019	15	0.135	0.005	0.105	F_st	0.105	0.003	0.922	0.114

510657_40	Within Individual   	--	0.500	147	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	131	0.003	0.000	0.005	F_is	0.005	1.000	--	--
	Among Population   	--	0.047	15	0.003	-0.000	-0.005	F_st	-0.005	1.000	0.993	-0.005

510671_7	Within Individual   	--	7.500	141	0.053	0.053	1.043	F_it	-0.043	--	--	--
	Among Individual   	Population 	4.161	126	0.033	-0.010	-0.198	F_is	-0.234	1.000	--	--
	Among Population   	--	2.541	14	0.182	0.008	0.155	F_st	0.155	0.001	0.914	0.170

510676_42	Within Individual   	--	0.500	166	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	149	0.003	0.000	0.001	F_is	0.001	1.000	--	--
	Among Population   	--	0.047	16	0.003	-0.000	-0.001	F_st	-0.001	1.000	0.994	-0.001

510714_23	Within Individual   	--	1.000	128	0.008	0.008	0.500	F_it	0.500	--	--	--
	Among Individual   	Population 	2.111	114	0.019	0.005	0.342	F_is	0.407	0.342	--	--
	Among Population   	--	0.826	13	0.064	0.002	0.158	F_st	0.158	0.002	0.974	0.162

510750_19	Within Individual   	--	0.500	155	0.003	0.003	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.438	138	0.003	-0.000	-0.009	F_is	-0.009	1.000	--	--
	Among Population   	--	0.059	16	0.004	0.000	0.009	F_st	0.009	0.285	0.994	0.009

510771_22	Within Individual   	--	3.000	160	0.019	0.019	0.757	F_it	0.243	--	--	--
	Among Individual   	Population 	2.778	143	0.019	0.000	0.014	F_is	0.018	0.733	--	--
	Among Population   	--	2.022	16	0.126	0.006	0.229	F_st	0.229	0.001	0.962	0.239

510903_28	Within Individual   	--	1.000	127	0.008	0.008	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.778	113	0.007	-0.000	-0.063	F_is	-0.067	1.000	--	--
	Among Population   	--	0.206	13	0.016	0.000	0.063	F_st	0.063	0.043	0.985	0.064

510907_10	Within Individual   	--	0.500	163	0.003	0.003	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	146	0.003	-0.000	-0.004	F_is	-0.004	1.000	--	--
	Among Population   	--	0.052	16	0.003	0.000	0.004	F_st	0.004	0.332	0.994	0.004

510919_26	Within Individual   	--	0.500	142	0.004	0.004	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	127	0.004	0.000	0.003	F_is	0.003	1.000	--	--
	Among Population   	--	0.046	14	0.003	-0.000	-0.003	F_st	-0.003	1.000	0.993	-0.003

510953_6	Within Individual   	--	7.000	136	0.051	0.051	1.043	F_it	-0.043	--	--	--
	Among Individual   	Population 	4.276	121	0.035	-0.008	-0.163	F_is	-0.186	1.000	--	--
	Among Population   	--	2.003	14	0.143	0.006	0.120	F_st	0.120	0.001	0.913	0.132

510978_12	Within Individual   	--	1.000	145	0.007	0.007	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.778	129	0.006	-0.000	-0.063	F_is	-0.067	1.000	--	--
	Among Population   	--	0.208	15	0.014	0.000	0.063	F_st	0.063	0.028	0.987	0.064

510990_49	Within Individual   	--	1.000	165	0.006	0.006	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.800	148	0.005	-0.000	-0.054	F_is	-0.057	1.000	--	--
	Among Population   	--	0.188	16	0.012	0.000	0.054	F_st	0.054	0.055	0.989	0.055

510995_16	Within Individual   	--	2.500	137	0.018	0.018	0.563	F_it	0.437	--	--	--
	Among Individual   	Population 	3.750	122	0.031	0.006	0.193	F_is	0.255	0.327	--	--
	Among Population   	--	2.454	14	0.175	0.008	0.244	F_st	0.244	0.001	0.951	0.257

511001_51	Within Individual   	--	1.000	152	0.007	0.007	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.800	136	0.006	-0.000	-0.053	F_is	-0.056	1.000	--	--
	Among Population   	--	0.187	15	0.012	0.000	0.053	F_st	0.053	0.057	0.988	0.053

511061_21	Within Individual   	--	1.500	131	0.011	0.011	1.001	F_it	-0.001	--	--	--
	Among Individual   	Population 	1.050	117	0.009	-0.001	-0.108	F_is	-0.121	1.000	--	--
	Among Population   	--	0.416	13	0.032	0.001	0.107	F_st	0.107	0.003	0.980	0.110

511069_15	Within Individual   	--	1.500	131	0.011	0.011	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	1.000	117	0.009	-0.001	-0.127	F_is	-0.145	1.000	--	--
	Among Population   	--	0.466	13	0.036	0.001	0.127	F_st	0.127	0.005	0.980	0.130

511165_31	Within Individual   	--	0.500	133	0.004	0.004	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	119	0.004	-0.000	-0.011	F_is	-0.011	1.000	--	--
	Among Population   	--	0.059	13	0.005	0.000	0.012	F_st	0.012	0.066	0.993	0.012

511187_12	Within Individual   	--	1.000	146	0.007	0.007	1.004	F_it	-0.004	--	--	--
	Among Individual   	Population 	0.900	130	0.007	0.000	0.005	F_is	0.005	1.000	--	--
	Among Population   	--	0.086	15	0.006	-0.000	-0.009	F_st	-0.009	1.000	0.986	-0.010

511230_9	Within Individual   	--	1.000	132	0.008	0.008	0.500	F_it	0.500	--	--	--
	Among Individual   	Population 	2.111	118	0.018	0.005	0.340	F_is	0.405	0.336	--	--
	Among Population   	--	0.828	13	0.064	0.002	0.160	F_st	0.160	0.001	0.975	0.165

511235_89	Within Individual   	--	0.500	125	0.004	0.004	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	111	0.004	-0.000	-0.007	F_is	-0.007	1.000	--	--
	Among Population   	--	0.059	13	0.005	0.000	0.008	F_st	0.008	0.309	0.992	0.008

511285_5	Within Individual   	--	1.500	151	0.010	0.010	1.005	F_it	-0.005	--	--	--
	Among Individual   	Population 	1.238	135	0.009	-0.000	-0.039	F_is	-0.040	1.000	--	--
	Among Population   	--	0.233	15	0.016	0.000	0.034	F_st	0.034	0.072	0.981	0.035

511296_69	Within Individual   	--	0.500	141	0.004	0.004	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	126	0.004	-0.000	-0.003	F_is	-0.003	1.000	--	--
	Among Population   	--	0.052	14	0.004	0.000	0.003	F_st	0.003	0.424	0.993	0.003

511299_5	Within Individual   	--	7.500	162	0.046	0.046	0.918	F_it	0.082	--	--	--
	Among Individual   	Population 	4.872	145	0.034	-0.006	-0.126	F_is	-0.159	0.918	--	--
	Among Population   	--	3.736	16	0.233	0.010	0.208	F_st	0.208	0.001	0.920	0.226

511325_9	Within Individual   	--	13.000	147	0.088	0.088	1.083	F_it	-0.083	--	--	--
	Among Individual   	Population 	6.026	131	0.046	-0.021	-0.260	F_is	-0.316	1.000	--	--
	Among Population   	--	4.674	15	0.312	0.014	0.177	F_st	0.177	0.001	0.866	0.205

511335_12	Within Individual   	--	3.000	164	0.018	0.018	1.012	F_it	-0.012	--	--	--
	Among Individual   	Population 	2.276	147	0.015	-0.001	-0.078	F_is	-0.083	1.000	--	--
	Among Population   	--	0.614	16	0.038	0.001	0.066	F_st	0.066	0.003	0.966	0.068

511341_59	Within Individual   	--	2.500	139	0.018	0.018	1.004	F_it	-0.004	--	--	--
	Among Individual   	Population 	1.444	124	0.012	-0.003	-0.177	F_is	-0.214	1.000	--	--
	Among Population   	--	0.966	14	0.069	0.003	0.173	F_st	0.173	0.001	0.970	0.178

511430_28	Within Individual   	--	1.000	123	0.008	0.008	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.778	109	0.007	-0.000	-0.061	F_is	-0.065	1.000	--	--
	Among Population   	--	0.206	13	0.016	0.000	0.061	F_st	0.061	0.050	0.985	0.062

511434_54	Within Individual   	--	0.500	141	0.004	0.004	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	126	0.004	-0.000	-0.003	F_is	-0.003	1.000	--	--
	Among Population   	--	0.052	14	0.004	0.000	0.003	F_st	0.003	0.434	0.993	0.003

511444_19	Within Individual   	--	0.500	145	0.003	0.003	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.438	129	0.003	-0.000	-0.008	F_is	-0.008	1.000	--	--
	Among Population   	--	0.059	15	0.004	0.000	0.009	F_st	0.009	0.271	0.993	0.009

511467_57	Within Individual   	--	1.000	129	0.008	0.008	1.001	F_it	-0.001	--	--	--
	Among Individual   	Population 	0.800	115	0.007	-0.000	-0.051	F_is	-0.054	1.000	--	--
	Among Population   	--	0.184	13	0.014	0.000	0.051	F_st	0.051	0.068	0.985	0.051

511480_62	Within Individual   	--	3.000	128	0.023	0.023	1.011	F_it	-0.011	--	--	--
	Among Individual   	Population 	1.866	114	0.016	-0.004	-0.152	F_is	-0.178	1.000	--	--
	Among Population   	--	0.993	13	0.076	0.003	0.142	F_st	0.142	0.001	0.960	0.148

511541_5	Within Individual   	--	0.500	151	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	135	0.003	0.000	0.003	F_is	0.003	1.000	--	--
	Among Population   	--	0.047	15	0.003	-0.000	-0.004	F_st	-0.004	1.000	0.993	-0.004

511560_20	Within Individual   	--	1.000	130	0.008	0.008	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.778	116	0.007	-0.000	-0.064	F_is	-0.069	1.000	--	--
	Among Population   	--	0.207	13	0.016	0.000	0.064	F_st	0.064	0.031	0.986	0.065

511587_10	Within Individual   	--	0.500	141	0.004	0.004	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	126	0.003	-0.000	-0.010	F_is	-0.011	1.000	--	--
	Among Population   	--	0.059	14	0.004	0.000	0.011	F_st	0.011	0.177	0.993	0.011

511611_27	Within Individual   	--	0.500	163	0.003	0.003	0.333	F_it	0.667	--	--	--
	Among Individual   	Population 	1.938	146	0.013	0.005	0.553	F_is	0.624	0.212	--	--
	Among Population   	--	0.535	16	0.033	0.001	0.114	F_st	0.114	0.005	0.984	0.116

511620_47	Within Individual   	--	1.000	125	0.008	0.008	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.778	111	0.007	-0.000	-0.062	F_is	-0.066	1.000	--	--
	Among Population   	--	0.206	13	0.016	0.000	0.062	F_st	0.062	0.050	0.985	0.063

511630_20	Within Individual   	--	0.500	124	0.004	0.004	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.438	110	0.004	-0.000	-0.007	F_is	-0.007	1.000	--	--
	Among Population   	--	0.058	13	0.004	0.000	0.007	F_st	0.007	0.277	0.992	0.007

511641_7	Within Individual   	--	0.000	131	0.000	0.000	0.000	F_it	1.000	--	--	--
	Among Individual   	Population 	1.778	117	0.015	0.008	0.995	F_is	1.000	0.070	--	--
	Among Population   	--	0.207	13	0.016	0.000	0.005	F_st	0.005	0.319	0.985	0.005

511694_24	Within Individual   	--	1.000	134	0.007	0.007	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.750	119	0.006	-0.001	-0.078	F_is	-0.084	1.000	--	--
	Among Population   	--	0.235	14	0.017	0.001	0.079	F_st	0.079	0.015	0.986	0.080

511727_24	Within Individual   	--	0.500	129	0.004	0.004	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	115	0.004	0.000	0.005	F_is	0.005	1.000	--	--
	Among Population   	--	0.046	13	0.004	-0.000	-0.005	F_st	-0.005	1.000	0.992	-0.005

511747_19	Within Individual   	--	1.000	150	0.007	0.007	1.003	F_it	-0.003	--	--	--
	Among Individual   	Population 	0.875	134	0.007	-0.000	-0.010	F_is	-0.010	1.000	--	--
	Among Population   	--	0.112	15	0.007	0.000	0.007	F_st	0.007	0.073	0.987	0.007

511755_9	Within Individual   	--	2.500	151	0.017	0.017	0.722	F_it	0.278	--	--	--
	Among Individual   	Population 	3.050	135	0.023	0.003	0.132	F_is	0.154	0.496	--	--
	Among Population   	--	1.288	15	0.086	0.003	0.146	F_st	0.146	0.001	0.961	0.152

511764_10	Within Individual   	--	1.000	136	0.007	0.007	1.001	F_it	-0.001	--	--	--
	Among Individual   	Population 	0.800	121	0.007	-0.000	-0.050	F_is	-0.053	1.000	--	--
	Among Population   	--	0.185	14	0.013	0.000	0.050	F_st	0.050	0.069	0.986	0.050

511823_5	Within Individual   	--	2.000	124	0.016	0.016	0.674	F_it	0.326	--	--	--
	Among Individual   	Population 	2.875	110	0.026	0.005	0.209	F_is	0.237	0.374	--	--
	Among Population   	--	0.980	13	0.075	0.003	0.116	F_st	0.116	0.002	0.958	0.121

511852_62	Within Individual   	--	12.000	139	0.086	0.086	0.720	F_it	0.280	--	--	--
	Among Individual   	Population 	13.304	124	0.107	0.010	0.087	F_is	0.108	0.240	--	--
	Among Population   	--	7.502	14	0.536	0.023	0.193	F_st	0.193	0.001	0.806	0.239

511890_45	Within Individual   	--	2.000	156	0.013	0.013	1.001	F_it	-0.001	--	--	--
	Among Individual   	Population 	1.200	139	0.009	-0.002	-0.163	F_is	-0.195	1.000	--	--
	Among Population   	--	0.749	16	0.047	0.002	0.162	F_st	0.162	0.001	0.979	0.166

511899_26	Within Individual   	--	4.500	149	0.030	0.030	0.720	F_it	0.280	--	--	--
	Among Individual   	Population 	6.803	133	0.051	0.010	0.250	F_is	0.257	0.085	--	--
	Among Population   	--	1.130	15	0.075	0.001	0.031	F_st	0.031	0.114	0.919	0.034

511947_30	Within Individual   	--	6.000	150	0.040	0.040	1.029	F_it	-0.029	--	--	--
	Among Individual   	Population 	3.388	134	0.025	-0.007	-0.189	F_is	-0.225	1.000	--	--
	Among Population   	--	2.133	15	0.142	0.006	0.160	F_st	0.160	0.001	0.935	0.172

511975_42	Within Individual   	--	0.500	131	0.004	0.004	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	117	0.004	-0.000	-0.010	F_is	-0.010	1.000	--	--
	Among Population   	--	0.059	13	0.005	0.000	0.011	F_st	0.011	0.257	0.992	0.011

512045_11	Within Individual   	--	0.500	146	0.003	0.003	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	130	0.003	-0.000	-0.009	F_is	-0.009	1.000	--	--
	Among Population   	--	0.059	15	0.004	0.000	0.009	F_st	0.009	0.209	0.993	0.009

512134_12	Within Individual   	--	0.500	144	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	129	0.003	0.000	0.002	F_is	0.002	1.000	--	--
	Among Population   	--	0.047	14	0.003	-0.000	-0.002	F_st	-0.002	1.000	0.993	-0.002

512177_52	Within Individual   	--	0.500	128	0.004	0.004	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	114	0.004	-0.000	-0.001	F_is	-0.001	1.000	--	--
	Among Population   	--	0.052	13	0.004	0.000	0.001	F_st	0.001	0.517	0.992	0.001

512197_43	Within Individual   	--	0.500	146	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	130	0.003	0.000	0.005	F_is	0.005	1.000	--	--
	Among Population   	--	0.047	15	0.003	-0.000	-0.006	F_st	-0.006	1.000	0.993	-0.006

512244_8	Within Individual   	--	2.500	165	0.015	0.015	0.719	F_it	0.281	--	--	--
	Among Individual   	Population 	2.650	148	0.018	0.001	0.065	F_is	0.083	0.650	--	--
	Among Population   	--	1.702	16	0.106	0.005	0.216	F_st	0.216	0.001	0.967	0.224

512276_22	Within Individual   	--	4.000	133	0.030	0.030	0.800	F_it	0.200	--	--	--
	Among Individual   	Population 	0.444	118	0.004	-0.013	-0.350	F_is	-0.777	1.000	--	--
	Among Population   	--	5.180	14	0.370	0.021	0.550	F_st	0.550	0.001	0.966	0.569

512281_28	Within Individual   	--	1.500	141	0.011	0.011	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	1.000	126	0.008	-0.001	-0.127	F_is	-0.145	1.000	--	--
	Among Population   	--	0.468	14	0.033	0.001	0.127	F_st	0.127	0.003	0.981	0.130

512291_26	Within Individual   	--	0.500	151	0.003	0.003	0.334	F_it	0.666	--	--	--
	Among Individual   	Population 	2.050	135	0.015	0.006	0.598	F_is	0.642	0.147	--	--
	Among Population   	--	0.420	15	0.028	0.001	0.068	F_st	0.068	0.043	0.982	0.070

512316_45	Within Individual   	--	0.500	127	0.004	0.004	0.999	F_it	0.001	--	--	--
	Among Individual   	Population 	0.438	113	0.004	-0.000	-0.008	F_is	-0.008	1.000	--	--
	Among Population   	--	0.059	13	0.005	0.000	0.009	F_st	0.009	0.240	0.992	0.009

512389_9	Within Individual   	--	0.500	125	0.004	0.004	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.444	111	0.004	0.000	0.001	F_is	0.001	1.000	--	--
	Among Population   	--	0.052	13	0.004	-0.000	-0.001	F_st	-0.001	0.685	0.992	-0.001

512407_46	Within Individual   	--	1.500	141	0.011	0.011	0.599	F_it	0.401	--	--	--
	Among Individual   	Population 	2.111	126	0.017	0.003	0.172	F_is	0.223	0.538	--	--
	Among Population   	--	1.300	14	0.093	0.004	0.228	F_st	0.228	0.001	0.973	0.235

512409_18	Within Individual   	--	3.500	144	0.024	0.024	0.779	F_it	0.221	--	--	--
	Among Individual   	Population 	1.000	127	0.008	-0.008	-0.263	F_is	-0.511	0.980	--	--
	Among Population   	--	4.219	16	0.264	0.015	0.484	F_st	0.484	0.001	0.968	0.500

512412_24	Within Individual   	--	0.500	134	0.004	0.004	1.000	F_it	0.000	--	--	--
	Among Individual   	Population 	0.444	120	0.004	-0.000	-0.004	F_is	-0.004	1.000	--	--
	Among Population   	--	0.052	13	0.004	0.000	0.004	F_st	0.004	0.257	0.993	0.004

512459_9	Within Individual   	--	0.500	131	0.004	0.004	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.450	117	0.004	0.000	0.004	F_is	0.004	1.000	--	--
	Among Population   	--	0.046	13	0.004	-0.000	-0.004	F_st	-0.004	1.000	0.992	-0.004

512461_17	Within Individual   	--	0.500	143	0.003	0.003	1.000	F_it	-0.000	--	--	--
	Among Individual   	Population 	0.444	127	0.003	0.000	0.000	F_is	0.000	1.000	--	--
	Among Population   	--	0.052	15	0.003	-0.000	-0.000	F_st	-0.000	0.671	0.993	-0.000

512563_13	Within Individual   	--	2.500	166	0.015	0.015	1.004	F_it	-0.004	--	--	--
	Among Individual   	Population 	1.561	149	0.010	-0.002	-0.153	F_is	-0.179	1.000	--	--
	Among Population   	--	0.864	16	0.054	0.002	0.149	F_st	0.149	0.001	0.974	0.152

512597_14	Within Individual   	--	1.500	132	0.011	0.011	0.998	F_it	0.002	--	--	--
	Among Individual   	Population 	0.938	118	0.008	-0.002	-0.150	F_is	-0.177	1.000	--	--
